year,round,alt,driverId,driverRef,driver_points,driver_standings_pos,driver_wins,grid,Podium,circuitRef,constructorRef,seconds
1991,1,345,131,modena,3,4,0,11,4,phoenix,tyrrell,7333.237
1991,1,345,127,gugelmin,0,21,0,23,0,phoenix,leyton,0
1991,1,345,95,mansell,0,20,0,4,0,phoenix,williams,0
1991,1,345,99,tarquini,0,8,0,22,8,phoenix,ags,0
1991,1,345,102,senna,10,1,1,1,1,phoenix,mclaren,7247.828
1991,1,345,77,berger,0,19,0,7,0,phoenix,mclaren,0
1991,1,345,122,capelli,0,17,0,18,0,phoenix,leyton,0
1991,1,345,141,bailey,0,30,0,0,0,phoenix,team_lotus,0
1991,1,345,90,moreno,0,15,0,8,0,phoenix,benetton,0
1991,1,345,133,caffi,0,27,0,0,0,phoenix,footwork,0
1991,1,345,137,piquet,4,3,0,5,3,phoenix,benetton,7325.204
1991,1,345,55,alesi,0,12,0,6,12,phoenix,ferrari,0
1991,1,345,105,alboreto,0,16,0,25,0,phoenix,footwork,0
1991,1,345,88,suzuki,1,6,0,21,6,phoenix,larrousse,0
1991,1,345,81,morbidelli,0,24,0,26,0,phoenix,minardi,0
1991,1,345,123,boutsen,0,18,0,20,0,phoenix,ligier,0
1991,1,345,100,comas,0,29,0,0,0,phoenix,ligier,0
1991,1,345,103,bernard,0,26,0,19,0,phoenix,larrousse,0
1991,1,345,117,prost,6,2,0,2,2,phoenix,ferrari,7264.15
1991,1,345,94,martini,0,9,0,15,9,phoenix,minardi,0
1991,1,345,92,gachot,0,10,0,14,10,phoenix,jordan,0
1991,1,345,78,larini,0,7,0,17,7,phoenix,lambo,0
1991,1,345,142,chaves,0,32,0,0,0,phoenix,coloni,0
1991,1,345,140,johansson,0,28,0,0,0,phoenix,ags,0
1991,1,345,129,grouillard,0,33,0,0,0,phoenix,fondmetal,0
1991,1,345,128,poele,0,34,0,0,0,phoenix,lambo,0
1991,1,345,87,blundell,0,22,0,24,0,phoenix,brabham,0
1991,1,345,139,pirro,0,23,0,9,0,phoenix,dallara,0
1991,1,345,119,patrese,0,14,0,3,0,phoenix,williams,0
1991,1,345,138,satoru_nakajima,2,5,0,16,5,phoenix,tyrrell,0
1991,1,345,110,cesaris,0,31,0,0,0,phoenix,jordan,0
1991,1,345,57,hakkinen,0,13,0,13,13,phoenix,team_lotus,0
1991,1,345,109,lehto,0,25,0,10,0,phoenix,dallara,0
1991,1,345,84,brundle,0,11,0,12,11,phoenix,brabham,0
1991,2,785,131,modena,3,6,0,9,0,interlagos,tyrrell,0
1991,2,785,127,gugelmin,0,28,0,8,0,interlagos,leyton,0
1991,2,785,95,mansell,0,20,0,3,0,interlagos,williams,0
1991,2,785,99,tarquini,0,13,0,24,0,interlagos,ags,0
1991,2,785,102,senna,20,1,2,1,1,interlagos,mclaren,5908.128
1991,2,785,77,berger,4,5,0,4,3,interlagos,mclaren,5913.544
1991,2,785,122,capelli,0,24,0,15,0,interlagos,leyton,0
1991,2,785,141,bailey,0,31,0,0,0,interlagos,team_lotus,0
1991,2,785,90,moreno,0,10,0,14,7,interlagos,benetton,0
1991,2,785,133,caffi,0,29,0,0,0,interlagos,footwork,0
1991,2,785,137,piquet,6,4,0,7,5,interlagos,benetton,5930.088
1991,2,785,55,alesi,1,8,0,5,6,interlagos,ferrari,5931.769
1991,2,785,105,alboreto,0,22,0,0,0,interlagos,footwork,0
1991,2,785,88,suzuki,1,9,0,17,0,interlagos,larrousse,0
1991,2,785,81,morbidelli,0,12,0,21,8,interlagos,minardi,0
1991,2,785,123,boutsen,0,17,0,18,10,interlagos,ligier,0
1991,2,785,100,comas,0,21,0,23,0,interlagos,ligier,0
1991,2,785,103,bernard,0,25,0,11,0,interlagos,larrousse,0
1991,2,785,117,prost,9,2,0,6,4,interlagos,ferrari,5926.497
1991,2,785,94,martini,0,15,0,20,0,interlagos,minardi,0
1991,2,785,92,gachot,0,16,0,10,13,interlagos,jordan,0
1991,2,785,78,larini,0,11,0,0,0,interlagos,lambo,0
1991,2,785,142,chaves,0,33,0,0,0,interlagos,coloni,0
1991,2,785,140,johansson,0,30,0,0,0,interlagos,ags,0
1991,2,785,129,grouillard,0,32,0,0,0,interlagos,fondmetal,0
1991,2,785,128,poele,0,34,0,0,0,interlagos,lambo,0
1991,2,785,87,blundell,0,23,0,25,0,interlagos,brabham,0
1991,2,785,139,pirro,0,19,0,12,11,interlagos,dallara,0
1991,2,785,119,patrese,6,3,0,2,2,interlagos,williams,5911.119
1991,2,785,138,satoru_nakajima,2,7,0,16,0,interlagos,tyrrell,0
1991,2,785,110,cesaris,0,27,0,13,0,interlagos,jordan,0
1991,2,785,57,hakkinen,0,14,0,22,9,interlagos,team_lotus,0
1991,2,785,109,lehto,0,26,0,19,0,interlagos,dallara,0
1991,2,785,84,brundle,0,18,0,26,12,interlagos,brabham,0
1991,3,37,131,modena,3,8,0,6,0,imola,tyrrell,0
1991,3,37,127,gugelmin,0,25,0,15,12,imola,leyton,0
1991,3,37,95,mansell,0,26,0,4,0,imola,williams,0
1991,3,37,99,tarquini,0,19,0,0,0,imola,ags,0
1991,3,37,102,senna,30,1,3,1,1,imola,mclaren,5714.75
1991,3,37,77,berger,10,2,0,5,2,imola,mclaren,5716.425
1991,3,37,122,capelli,0,29,0,22,0,imola,leyton,0
1991,3,37,141,bailey,1,13,0,26,6,imola,team_lotus,0
1991,3,37,90,moreno,0,15,0,13,13,imola,benetton,0
1991,3,37,120,barbazza,0,33,0,0,0,imola,ags,0
1991,3,37,133,caffi,0,31,0,0,0,imola,footwork,0
1991,3,37,137,piquet,6,5,0,14,0,imola,benetton,0
1991,3,37,55,alesi,1,11,0,7,0,imola,ferrari,0
1991,3,37,105,alboreto,0,28,0,0,0,imola,footwork,0
1991,3,37,88,suzuki,1,12,0,20,0,imola,lola,0
1991,3,37,81,morbidelli,0,18,0,8,0,imola,minardi,0
1991,3,37,123,boutsen,0,14,0,24,7,imola,ligier,0
1991,3,37,100,comas,0,22,0,19,10,imola,ligier,0
1991,3,37,103,bernard,0,30,0,17,0,imola,lola,0
1991,3,37,117,prost,9,3,0,3,0,imola,ferrari,0
1991,3,37,94,martini,3,7,0,9,4,imola,minardi,0
1991,3,37,92,gachot,0,21,0,13,0,imola,jordan,0
1991,3,37,78,larini,0,16,0,0,0,imola,lambo,0
1991,3,37,142,chaves,0,35,0,0,0,imola,coloni,0
1991,3,37,129,grouillard,0,34,0,0,0,imola,fondmetal,0
1991,3,37,128,poele,0,20,0,21,9,imola,lambo,0
1991,3,37,87,blundell,0,17,0,23,8,imola,brabham,0
1991,3,37,139,pirro,0,24,0,0,0,imola,dallara,0
1991,3,37,119,patrese,6,4,0,2,0,imola,williams,0
1991,3,37,138,satoru_nakajima,2,10,0,10,0,imola,tyrrell,0
1991,3,37,110,cesaris,0,27,0,11,0,imola,jordan,0
1991,3,37,57,hakkinen,2,9,0,25,5,imola,team_lotus,0
1991,3,37,109,lehto,4,6,0,16,3,imola,dallara,0
1991,3,37,84,brundle,0,23,0,18,11,imola,brabham,0
1991,4,7,131,modena,3,11,0,2,0,monaco,tyrrell,0
1991,4,7,127,gugelmin,0,27,0,15,0,monaco,leyton,0
1991,4,7,95,mansell,6,5,0,5,2,monaco,williams,6800.682
1991,4,7,99,tarquini,0,22,0,24,0,monaco,ags,0
1991,4,7,102,senna,40,1,4,1,1,monaco,mclaren,6782.334
1991,4,7,77,berger,10,3,0,6,0,monaco,mclaren,0
1991,4,7,122,capelli,0,30,0,18,0,monaco,leyton,0
1991,4,7,141,bailey,1,16,0,0,0,monaco,team_lotus,0
1991,4,7,90,moreno,3,9,0,8,4,monaco,benetton,0
1991,4,7,120,barbazza,0,32,0,0,0,monaco,ags,0
1991,4,7,133,caffi,0,31,0,0,0,monaco,footwork,0
1991,4,7,137,piquet,6,6,0,4,0,monaco,benetton,0
1991,4,7,55,alesi,5,7,0,9,3,monaco,ferrari,6829.789
1991,4,7,105,alboreto,0,29,0,22,0,monaco,footwork,0
1991,4,7,88,suzuki,1,15,0,20,0,monaco,lola,0
1991,4,7,81,morbidelli,0,20,0,17,0,monaco,minardi,0
1991,4,7,123,boutsen,0,17,0,16,7,monaco,ligier,0
1991,4,7,100,comas,0,25,0,26,10,monaco,ligier,0
1991,4,7,103,bernard,0,23,0,13,9,monaco,lola,0
1991,4,7,117,prost,11,2,0,7,5,monaco,ferrari,0
1991,4,7,94,martini,3,10,0,14,12,monaco,minardi,0
1991,4,7,92,gachot,0,19,0,23,8,monaco,jordan,0
1991,4,7,78,larini,0,18,0,0,0,monaco,lambo,0
1991,4,7,142,chaves,0,35,0,0,0,monaco,coloni,0
1991,4,7,129,grouillard,0,34,0,0,0,monaco,fondmetal,0
1991,4,7,128,poele,0,24,0,0,0,monaco,lambo,0
1991,4,7,87,blundell,0,21,0,19,0,monaco,brabham,0
1991,4,7,139,pirro,1,14,0,12,6,monaco,dallara,0
1991,4,7,119,patrese,6,4,0,3,0,monaco,williams,0
1991,4,7,138,satoru_nakajima,2,13,0,11,0,monaco,tyrrell,0
1991,4,7,110,cesaris,0,28,0,10,0,monaco,jordan,0
1991,4,7,57,hakkinen,2,12,0,25,0,monaco,team_lotus,0
1991,4,7,109,lehto,4,8,0,21,11,monaco,dallara,0
1991,4,7,84,brundle,0,26,0,0,0,monaco,brabham,0
1991,5,13,131,modena,9,6,0,9,2,villeneuve,tyrrell,5963.322
1991,5,13,127,gugelmin,0,28,0,23,0,villeneuve,leyton,0
1991,5,13,95,mansell,7,7,0,2,6,villeneuve,williams,0
1991,5,13,99,tarquini,0,24,0,0,0,villeneuve,ags,0
1991,5,13,102,senna,40,1,4,3,0,villeneuve,mclaren,0
1991,5,13,77,berger,10,5,0,6,0,villeneuve,mclaren,0
1991,5,13,122,capelli,0,30,0,13,0,villeneuve,leyton,0
1991,5,13,90,moreno,3,11,0,5,0,villeneuve,benetton,0
1991,5,13,65,herbert,0,34,0,0,0,villeneuve,team_lotus,0
1991,5,13,120,barbazza,0,33,0,0,0,villeneuve,ags,0
1991,5,13,137,piquet,16,2,1,8,1,villeneuve,benetton,5931.49
1991,5,13,55,alesi,5,8,0,7,0,villeneuve,ferrari,0
1991,5,13,105,alboreto,0,31,0,21,0,villeneuve,footwork,0
1991,5,13,88,suzuki,1,17,0,22,0,villeneuve,lola,0
1991,5,13,81,morbidelli,0,22,0,15,0,villeneuve,minardi,0
1991,5,13,123,boutsen,0,19,0,16,0,villeneuve,ligier,0
1991,5,13,100,comas,0,21,0,26,8,villeneuve,ligier,0
1991,5,13,103,bernard,0,25,0,19,0,villeneuve,lola,0
1991,5,13,117,prost,11,3,0,4,0,villeneuve,ferrari,0
1991,5,13,94,martini,3,10,0,18,7,villeneuve,minardi,0
1991,5,13,92,gachot,2,13,0,14,5,villeneuve,jordan,6013.841
1991,5,13,78,larini,0,20,0,0,0,villeneuve,lambo,0
1991,5,13,142,chaves,0,36,0,0,0,villeneuve,coloni,0
1991,5,13,140,johansson,0,29,0,25,0,villeneuve,footwork,0
1991,5,13,129,grouillard,0,35,0,0,0,villeneuve,fondmetal,0
1991,5,13,128,poele,0,26,0,0,0,villeneuve,lambo,0
1991,5,13,87,blundell,0,23,0,0,0,villeneuve,brabham,0
1991,5,13,139,pirro,1,16,0,10,9,villeneuve,dallara,0
1991,5,13,119,patrese,10,4,0,1,3,villeneuve,williams,5973.707
1991,5,13,138,satoru_nakajima,2,15,0,12,10,villeneuve,tyrrell,0
1991,5,13,110,cesaris,3,12,0,11,4,villeneuve,jordan,6011.7
1991,5,13,57,hakkinen,2,14,0,24,0,villeneuve,team_lotus,0
1991,5,13,109,lehto,4,9,0,17,0,villeneuve,dallara,0
1991,5,13,84,brundle,0,27,0,20,0,villeneuve,brabham,0
1991,6,2227,131,modena,9,7,0,8,11,rodriguez,tyrrell,0
1991,6,2227,127,gugelmin,0,29,0,18,0,rodriguez,leyton,0
1991,6,2227,95,mansell,13,4,0,2,2,rodriguez,williams,5393.541
1991,6,2227,99,tarquini,0,25,0,0,0,rodriguez,ags,0
1991,6,2227,102,senna,44,1,4,3,3,rodriguez,mclaren,5449.561
1991,6,2227,77,berger,10,6,0,5,0,rodriguez,mclaren,0
1991,6,2227,122,capelli,0,31,0,22,0,rodriguez,leyton,0
1991,6,2227,90,moreno,5,10,0,9,5,rodriguez,benetton,0
1991,6,2227,65,herbert,0,27,0,25,10,rodriguez,team_lotus,0
1991,6,2227,120,barbazza,0,35,0,0,0,rodriguez,ags,0
1991,6,2227,137,piquet,16,3,1,6,0,rodriguez,benetton,0
1991,6,2227,55,alesi,5,9,0,4,0,rodriguez,ferrari,0
1991,6,2227,105,alboreto,0,32,0,26,0,rodriguez,footwork,0
1991,6,2227,88,suzuki,1,18,0,19,0,rodriguez,lola,0
1991,6,2227,81,morbidelli,0,21,0,14,7,rodriguez,minardi,0
1991,6,2227,123,boutsen,0,20,0,10,8,rodriguez,ligier,0
1991,6,2227,100,comas,0,23,0,0,0,rodriguez,ligier,0
1991,6,2227,103,bernard,1,17,0,23,6,rodriguez,lola,0
1991,6,2227,117,prost,11,5,0,7,0,rodriguez,ferrari,0
1991,6,2227,94,martini,3,12,0,15,0,rodriguez,minardi,0
1991,6,2227,92,gachot,2,13,0,20,0,rodriguez,jordan,0
1991,6,2227,78,larini,0,22,0,0,0,rodriguez,lambo,0
1991,6,2227,142,chaves,0,36,0,0,0,rodriguez,coloni,0
1991,6,2227,140,johansson,0,30,0,0,0,rodriguez,footwork,0
1991,6,2227,129,grouillard,0,33,0,21,0,rodriguez,fondmetal,0
1991,6,2227,128,poele,0,26,0,0,0,rodriguez,lambo,0
1991,6,2227,87,blundell,0,24,0,12,0,rodriguez,brabham,0
1991,6,2227,139,pirro,1,16,0,0,0,rodriguez,dallara,0
1991,6,2227,119,patrese,20,2,1,1,1,rodriguez,williams,5392.205
1991,6,2227,138,satoru_nakajima,2,15,0,13,12,rodriguez,tyrrell,0
1991,6,2227,110,cesaris,6,8,0,11,4,rodriguez,jordan,0
1991,6,2227,57,hakkinen,2,14,0,24,9,rodriguez,team_lotus,0
1991,6,2227,109,lehto,4,11,0,16,0,rodriguez,dallara,0
1991,6,2227,84,brundle,0,28,0,17,0,rodriguez,brabham,0
1991,7,228,131,modena,9,7,0,11,0,magny_cours,tyrrell,0
1991,7,228,127,gugelmin,0,22,0,9,7,magny_cours,leyton,0
1991,7,228,95,mansell,23,2,1,4,1,magny_cours,williams,5880.056
1991,7,228,99,tarquini,0,26,0,0,0,magny_cours,ags,0
1991,7,228,102,senna,48,1,4,3,3,magny_cours,mclaren,5914.99
1991,7,228,77,berger,10,6,0,5,0,magny_cours,mclaren,0
1991,7,228,122,capelli,0,31,0,15,0,magny_cours,leyton,0
1991,7,228,90,moreno,5,10,0,8,0,magny_cours,benetton,0
1991,7,228,65,herbert,0,28,0,20,10,magny_cours,team_lotus,0
1991,7,228,120,barbazza,0,35,0,0,0,magny_cours,ags,0
1991,7,228,137,piquet,16,5,1,7,8,magny_cours,benetton,0
1991,7,228,55,alesi,8,8,0,6,4,magny_cours,ferrari,5915.976
1991,7,228,105,alboreto,0,33,0,25,0,magny_cours,footwork,0
1991,7,228,88,suzuki,1,18,0,22,0,magny_cours,lola,0
1991,7,228,81,morbidelli,0,21,0,10,0,magny_cours,minardi,0
1991,7,228,123,boutsen,0,20,0,16,12,magny_cours,ligier,0
1991,7,228,100,comas,0,24,0,14,11,magny_cours,ligier,0
1991,7,228,103,bernard,1,17,0,23,0,magny_cours,lola,0
1991,7,228,117,prost,17,4,0,2,2,magny_cours,ferrari,5885.059
1991,7,228,94,martini,3,12,0,12,9,magny_cours,minardi,0
1991,7,228,92,gachot,2,13,0,19,0,magny_cours,jordan,0
1991,7,228,78,larini,0,23,0,0,0,magny_cours,lambo,0
1991,7,228,142,chaves,0,36,0,0,0,magny_cours,coloni,0
1991,7,228,140,johansson,0,30,0,0,0,magny_cours,footwork,0
1991,7,228,129,grouillard,0,32,0,21,0,magny_cours,fondmetal,0
1991,7,228,128,poele,0,27,0,0,0,magny_cours,lambo,0
1991,7,228,87,blundell,0,25,0,17,0,magny_cours,brabham,0
1991,7,228,139,pirro,1,16,0,0,0,magny_cours,dallara,0
1991,7,228,119,patrese,22,3,1,1,5,magny_cours,williams,0
1991,7,228,138,satoru_nakajima,2,15,0,18,0,magny_cours,tyrrell,0
1991,7,228,110,cesaris,7,9,0,13,6,magny_cours,jordan,0
1991,7,228,57,hakkinen,2,14,0,0,0,magny_cours,team_lotus,0
1991,7,228,109,lehto,4,11,0,26,0,magny_cours,dallara,0
1991,7,228,84,brundle,0,29,0,24,0,magny_cours,brabham,0
1991,8,153,131,modena,9,7,0,10,7,silverstone,tyrrell,0
1991,8,153,127,gugelmin,0,22,0,9,0,silverstone,leyton,0
1991,8,153,95,mansell,33,2,2,1,1,silverstone,williams,5255.479
1991,8,153,99,tarquini,0,26,0,0,0,silverstone,ags,0
1991,8,153,102,senna,51,1,4,2,4,silverstone,mclaren,0
1991,8,153,77,berger,16,6,0,4,2,silverstone,mclaren,5297.772
1991,8,153,122,capelli,0,31,0,16,0,silverstone,leyton,0
1991,8,153,90,moreno,5,10,0,7,0,silverstone,benetton,0
1991,8,153,65,herbert,0,28,0,24,14,silverstone,team_lotus,0
1991,8,153,120,barbazza,0,35,0,0,0,silverstone,ags,0
1991,8,153,137,piquet,18,5,1,8,5,silverstone,benetton,0
1991,8,153,55,alesi,8,8,0,6,0,silverstone,ferrari,0
1991,8,153,105,alboreto,0,33,0,26,0,silverstone,footwork,0
1991,8,153,88,suzuki,1,18,0,22,0,silverstone,lola,0
1991,8,153,81,morbidelli,0,21,0,20,11,silverstone,minardi,0
1991,8,153,123,boutsen,0,20,0,19,0,silverstone,ligier,0
1991,8,153,100,comas,0,24,0,0,0,silverstone,ligier,0
1991,8,153,103,bernard,1,17,0,21,0,silverstone,lola,0
1991,8,153,117,prost,21,4,0,5,3,silverstone,ferrari,5315.629
1991,8,153,94,martini,3,12,0,23,9,silverstone,minardi,0
1991,8,153,92,gachot,3,13,0,17,6,silverstone,jordan,0
1991,8,153,78,larini,0,23,0,0,0,silverstone,lambo,0
1991,8,153,142,chaves,0,36,0,0,0,silverstone,coloni,0
1991,8,153,140,johansson,0,30,0,0,0,silverstone,footwork,0
1991,8,153,129,grouillard,0,32,0,0,0,silverstone,fondmetal,0
1991,8,153,128,poele,0,27,0,0,0,silverstone,lambo,0
1991,8,153,87,blundell,0,25,0,12,0,silverstone,brabham,0
1991,8,153,139,pirro,1,16,0,18,10,silverstone,dallara,0
1991,8,153,119,patrese,22,3,1,3,0,silverstone,williams,0
1991,8,153,138,satoru_nakajima,2,14,0,15,8,silverstone,tyrrell,0
1991,8,153,110,cesaris,7,9,0,13,0,silverstone,jordan,0
1991,8,153,57,hakkinen,2,15,0,25,12,silverstone,team_lotus,0
1991,8,153,109,lehto,4,11,0,11,13,silverstone,dallara,0
1991,8,153,84,brundle,0,29,0,14,0,silverstone,brabham,0
1991,9,103,131,modena,9,8,0,14,13,hockenheimring,tyrrell,0
1991,9,103,127,gugelmin,0,22,0,16,0,hockenheimring,leyton,0
1991,9,103,95,mansell,43,2,3,1,1,hockenheimring,williams,4769.661
1991,9,103,99,tarquini,0,26,0,0,0,hockenheimring,ags,0
1991,9,103,102,senna,51,1,4,2,7,hockenheimring,mclaren,0
1991,9,103,77,berger,19,5,0,3,4,hockenheimring,mclaren,4802.312
1991,9,103,122,capelli,0,31,0,12,0,hockenheimring,leyton,0
1991,9,103,90,moreno,5,10,0,9,8,hockenheimring,benetton,0
1991,9,103,120,barbazza,0,35,0,0,0,hockenheimring,ags,0
1991,9,103,133,caffi,0,34,0,0,0,hockenheimring,footwork,0
1991,9,103,137,piquet,18,6,1,8,0,hockenheimring,benetton,0
1991,9,103,55,alesi,12,7,0,6,3,hockenheimring,ferrari,4787.279
1991,9,103,105,alboreto,0,33,0,0,0,hockenheimring,footwork,0
1991,9,103,88,suzuki,1,18,0,22,0,hockenheimring,lola,0
1991,9,103,81,morbidelli,0,21,0,19,0,hockenheimring,minardi,0
1991,9,103,123,boutsen,0,20,0,17,9,hockenheimring,ligier,0
1991,9,103,100,comas,0,24,0,26,0,hockenheimring,ligier,0
1991,9,103,103,bernard,1,17,0,25,0,hockenheimring,lola,0
1991,9,103,117,prost,21,4,0,5,0,hockenheimring,ferrari,0
1991,9,103,94,martini,3,13,0,10,0,hockenheimring,minardi,0
1991,9,103,92,gachot,4,12,0,11,6,hockenheimring,jordan,4870.266
1991,9,103,78,larini,0,23,0,24,0,hockenheimring,lambo,0
1991,9,103,142,chaves,0,37,0,0,0,hockenheimring,coloni,0
1991,9,103,129,grouillard,0,32,0,0,0,hockenheimring,fondmetal,0
1991,9,103,143,bartels,0,36,0,0,0,hockenheimring,team_lotus,0
1991,9,103,128,poele,0,27,0,0,0,hockenheimring,lambo,0
1991,9,103,87,blundell,0,25,0,21,12,hockenheimring,brabham,0
1991,9,103,139,pirro,1,16,0,18,10,hockenheimring,dallara,0
1991,9,103,119,patrese,28,3,1,4,2,hockenheimring,williams,4783.44
1991,9,103,138,satoru_nakajima,2,14,0,13,0,hockenheimring,tyrrell,0
1991,9,103,110,cesaris,9,9,0,7,5,hockenheimring,jordan,4847.198
1991,9,103,57,hakkinen,2,15,0,23,0,hockenheimring,team_lotus,0
1991,9,103,109,lehto,4,11,0,20,0,hockenheimring,dallara,0
1991,9,103,84,brundle,0,29,0,15,11,hockenheimring,brabham,0
1991,10,264,131,modena,9,8,0,8,12,hungaroring,tyrrell,0
1991,10,264,127,gugelmin,0,23,0,13,11,hungaroring,leyton,0
1991,10,264,95,mansell,49,2,3,3,2,hungaroring,williams,6557.395
1991,10,264,99,tarquini,0,27,0,0,0,hungaroring,ags,0
1991,10,264,102,senna,61,1,5,1,1,hungaroring,mclaren,6552.796
1991,10,264,77,berger,22,4,0,5,4,hungaroring,mclaren,6574.652
1991,10,264,122,capelli,1,18,0,9,6,hungaroring,leyton,0
1991,10,264,90,moreno,5,10,0,15,8,hungaroring,benetton,0
1991,10,264,120,barbazza,0,35,0,0,0,hungaroring,ags,0
1991,10,264,133,caffi,0,34,0,0,0,hungaroring,footwork,0
1991,10,264,137,piquet,18,6,1,11,0,hungaroring,benetton,0
1991,10,264,55,alesi,14,7,0,6,5,hungaroring,ferrari,6584.185
1991,10,264,105,alboreto,0,33,0,0,0,hungaroring,footwork,0
1991,10,264,88,suzuki,1,19,0,22,0,hungaroring,lola,0
1991,10,264,81,morbidelli,0,22,0,23,13,hungaroring,minardi,0
1991,10,264,123,boutsen,0,21,0,19,17,hungaroring,ligier,0
1991,10,264,100,comas,0,25,0,25,10,hungaroring,ligier,0
1991,10,264,103,bernard,1,17,0,21,0,hungaroring,lola,0
1991,10,264,117,prost,21,5,0,4,0,hungaroring,ferrari,0
1991,10,264,94,martini,3,13,0,18,0,hungaroring,minardi,0
1991,10,264,92,gachot,4,12,0,16,9,hungaroring,jordan,0
1991,10,264,78,larini,0,24,0,24,16,hungaroring,lambo,0
1991,10,264,142,chaves,0,37,0,0,0,hungaroring,coloni,0
1991,10,264,129,grouillard,0,32,0,0,0,hungaroring,fondmetal,0
1991,10,264,143,bartels,0,36,0,0,0,hungaroring,team_lotus,0
1991,10,264,128,poele,0,28,0,0,0,hungaroring,lambo,0
1991,10,264,87,blundell,0,26,0,20,0,hungaroring,brabham,0
1991,10,264,139,pirro,1,16,0,7,0,hungaroring,dallara,0
1991,10,264,119,patrese,32,3,1,2,3,hungaroring,williams,6568.39
1991,10,264,138,satoru_nakajima,2,14,0,14,15,hungaroring,tyrrell,0
1991,10,264,110,cesaris,9,9,0,17,7,hungaroring,jordan,0
1991,10,264,57,hakkinen,2,15,0,26,14,hungaroring,team_lotus,0
1991,10,264,109,lehto,4,11,0,12,0,hungaroring,dallara,0
1991,10,264,84,brundle,0,30,0,10,0,hungaroring,brabham,0
1991,11,401,131,modena,9,8,0,10,0,spa,tyrrell,0
1991,11,401,127,gugelmin,0,25,0,15,0,spa,leyton,0
1991,11,401,95,mansell,49,2,3,3,0,spa,williams,0
1991,11,401,99,tarquini,0,28,0,0,0,spa,ags,0
1991,11,401,102,senna,71,1,6,1,1,spa,mclaren,5237.669
1991,11,401,77,berger,28,4,0,4,2,spa,mclaren,5239.57
1991,11,401,122,capelli,1,19,0,12,0,spa,leyton,0
1991,11,401,90,moreno,8,10,0,8,4,spa,benetton,5274.979
1991,11,401,65,herbert,0,24,0,21,7,spa,team_lotus,5342.268
1991,11,401,120,barbazza,0,36,0,0,0,spa,ags,0
1991,11,401,133,caffi,0,35,0,0,0,spa,footwork,0
1991,11,401,137,piquet,22,5,1,6,3,spa,benetton,5269.845
1991,11,401,55,alesi,14,7,0,5,0,spa,ferrari,0
1991,11,401,105,alboreto,0,33,0,0,0,spa,footwork,0
1991,11,401,88,suzuki,1,20,0,0,0,spa,lola,0
1991,11,401,81,morbidelli,0,23,0,19,0,spa,minardi,0
1991,11,401,123,boutsen,0,22,0,18,11,spa,ligier,0
1991,11,401,100,comas,0,27,0,26,0,spa,ligier,0
1991,11,401,103,bernard,1,18,0,20,0,spa,lola,0
1991,11,401,30,michael_schumacher,0,34,0,7,0,spa,jordan,0
1991,11,401,117,prost,21,6,0,2,0,spa,ferrari,0
1991,11,401,94,martini,3,13,0,9,12,spa,minardi,0
1991,11,401,78,larini,0,26,0,0,0,spa,lambo,0
1991,11,401,142,chaves,0,38,0,0,0,spa,coloni,0
1991,11,401,129,grouillard,0,31,0,23,10,spa,fondmetal,0
1991,11,401,128,poele,0,30,0,0,0,spa,lambo,0
1991,11,401,87,blundell,1,17,0,13,6,spa,brabham,5337.704
1991,11,401,139,pirro,1,16,0,25,8,spa,dallara,0
1991,11,401,119,patrese,34,3,1,17,5,spa,williams,5294.856
1991,11,401,138,satoru_nakajima,2,14,0,22,0,spa,tyrrell,0
1991,11,401,110,cesaris,9,9,0,11,13,spa,jordan,0
1991,11,401,57,hakkinen,2,15,0,24,0,spa,team_lotus,0
1991,11,401,109,lehto,4,11,0,14,0,spa,dallara,0
1991,11,401,84,brundle,0,29,0,16,9,spa,brabham,0
1991,12,162,131,modena,9,8,0,13,0,monza,tyrrell,0
1991,12,162,127,gugelmin,0,26,0,18,15,monza,leyton,0
1991,12,162,95,mansell,59,2,4,2,1,monza,williams,4674.319
1991,12,162,99,tarquini,0,29,0,0,0,monza,ags,0
1991,12,162,102,senna,77,1,6,1,2,monza,mclaren,4690.581
1991,12,162,77,berger,31,4,0,3,4,monza,mclaren,4702.038
1991,12,162,122,capelli,1,19,0,12,8,monza,leyton,4749.338
1991,12,162,90,moreno,8,10,0,9,0,monza,jordan,0
1991,12,162,120,barbazza,0,36,0,0,0,monza,ags,0
1991,12,162,133,caffi,0,35,0,0,0,monza,footwork,0
1991,12,162,137,piquet,23,6,1,8,6,monza,benetton,4719.919
1991,12,162,55,alesi,14,7,0,6,0,monza,ferrari,0
1991,12,162,105,alboreto,0,34,0,0,0,monza,footwork,0
1991,12,162,88,suzuki,1,21,0,0,0,monza,lola,0
1991,12,162,81,morbidelli,0,24,0,17,9,monza,minardi,0
1991,12,162,123,boutsen,0,23,0,21,0,monza,ligier,0
1991,12,162,100,comas,0,28,0,22,11,monza,ligier,0
1991,12,162,103,bernard,1,20,0,24,0,monza,lola,0
1991,12,162,30,michael_schumacher,2,16,0,7,5,monza,benetton,4708.782
1991,12,162,117,prost,25,5,0,5,3,monza,ferrari,4691.148
1991,12,162,94,martini,3,13,0,10,0,monza,minardi,0
1991,12,162,78,larini,0,27,0,23,16,monza,lambo,0
1991,12,162,142,chaves,0,38,0,0,0,monza,coloni,0
1991,12,162,129,grouillard,0,32,0,26,0,monza,fondmetal,0
