year,round,alt,driverId,driverRef,driver_points,driver_standings_pos,driver_wins,grid,Podium,circuitRef,constructorRef,seconds
2019,18,2227,9,kubica,1,19,0,20,18,rodriguez,williams,0
2019,18,2227,832,sainz,76,7,0,7,13,rodriguez,mclaren,0
2019,18,2227,807,hulkenberg,35,11,0,12,10,rodriguez,renault,0
2019,18,2227,154,grosjean,8,17,0,18,17,rodriguez,haas,0
2019,18,2227,848,albon,74,8,0,5,5,rodriguez,red_bull,5830.303
2019,18,2227,822,bottas,289,2,3,6,3,rodriguez,mercedes,5812.457
2019,18,2227,842,gasly,77,6,0,10,9,rodriguez,toro_rosso,0
2019,18,2227,20,vettel,230,4,1,2,2,rodriguez,ferrari,5810.67
2019,18,2227,844,leclerc,236,3,2,1,4,rodriguez,ferrari,5815.272
2019,18,2227,847,russell,0,20,0,19,16,rodriguez,williams,0
2019,18,2227,825,kevin_magnussen,20,16,0,17,15,rodriguez,haas,0
2019,18,2227,1,hamilton,363,1,10,3,1,rodriguez,mercedes,5808.904
2019,18,2227,846,norris,35,12,0,8,0,rodriguez,mclaren,0
2019,19,161,817,ricciardo,46,9,0,9,6,americas,renault,5726.019
2019,19,161,8,raikkonen,31,14,0,17,11,americas,alfa,0
2019,19,161,830,max_verstappen,235,4,2,3,3,americas,red_bull,5640.655
2019,19,161,826,kvyat,34,13,0,13,12,americas,toro_rosso,0
2019,19,161,841,giovinazzi,4,18,0,16,14,americas,alfa,0
2019,19,161,840,stroll,21,15,0,14,13,americas,racing_point,0
2019,19,161,815,perez,44,10,0,0,10,americas,racing_point,0
2019,19,161,9,kubica,1,19,0,19,0,americas,williams,0
2019,19,161,832,sainz,80,7,0,7,8,americas,mclaren,0
2019,19,161,807,hulkenberg,37,12,0,11,9,americas,renault,0
2019,19,161,154,grosjean,8,17,0,15,15,americas,haas,0
2019,19,161,848,albon,84,6,0,6,5,americas,red_bull,5713.691
2019,19,161,822,bottas,314,2,4,1,1,americas,mercedes,5635.653
2019,19,161,842,gasly,77,8,0,10,16,americas,toro_rosso,0
2019,19,161,20,vettel,230,5,1,2,0,americas,ferrari,0
2019,19,161,844,leclerc,249,3,2,4,4,americas,ferrari,5687.892
2019,19,161,847,russell,0,20,0,18,17,americas,williams,0
2019,19,161,825,kevin_magnussen,20,16,0,12,18,americas,haas,0
2019,19,161,1,hamilton,381,1,10,5,2,americas,mercedes,5639.801
2019,19,161,846,norris,41,11,0,8,7,americas,mclaren,5726.417
2019,20,785,817,ricciardo,54,9,0,11,6,interlagos,renault,5605.219
2019,20,785,8,raikkonen,43,12,0,8,4,interlagos,alfa,5604.13
2019,20,785,830,max_verstappen,260,3,3,1,1,interlagos,red_bull,5594.678
2019,20,785,826,kvyat,35,14,0,16,10,interlagos,toro_rosso,5606.609
2019,20,785,841,giovinazzi,14,17,0,12,5,interlagos,alfa,5604.879
2019,20,785,840,stroll,21,15,0,17,19,interlagos,racing_point,0
2019,20,785,815,perez,46,10,0,15,9,interlagos,racing_point,5606.207
2019,20,785,9,kubica,1,19,0,19,16,interlagos,williams,0
2019,20,785,832,sainz,95,7,0,20,3,interlagos,mclaren,5603.574
2019,20,785,807,hulkenberg,37,13,0,13,15,interlagos,renault,5612.737
2019,20,785,154,grosjean,8,18,0,7,13,interlagos,haas,5608.925
2019,20,785,848,albon,84,8,0,5,14,interlagos,red_bull,5609.605
2019,20,785,822,bottas,314,2,4,4,0,interlagos,mercedes,0
2019,20,785,842,gasly,95,6,0,6,2,interlagos,toro_rosso,5600.755
2019,20,785,20,vettel,230,5,1,2,17,interlagos,ferrari,0
2019,20,785,844,leclerc,249,4,2,14,18,interlagos,ferrari,0
2019,20,785,847,russell,0,20,0,18,12,interlagos,williams,5608.277
2019,20,785,825,kevin_magnussen,20,16,0,9,11,interlagos,haas,5607.41
2019,20,785,1,hamilton,387,1,10,3,7,interlagos,mercedes,5605.817
2019,20,785,846,norris,45,11,0,10,8,interlagos,mclaren,5605.882
2019,21,3,817,ricciardo,54,9,0,7,11,yas_marina,renault,0
2019,21,3,8,raikkonen,43,12,0,17,13,yas_marina,alfa,0
2019,21,3,830,max_verstappen,278,3,3,2,2,yas_marina,red_bull,5662.487
2019,21,3,826,kvyat,37,13,0,13,9,yas_marina,toro_rosso,0
2019,21,3,841,giovinazzi,14,17,0,16,16,yas_marina,alfa,0
2019,21,3,840,stroll,21,15,0,12,0,yas_marina,racing_point,0
2019,21,3,815,perez,52,10,0,10,7,yas_marina,racing_point,0
2019,21,3,9,kubica,1,19,0,19,19,yas_marina,williams,0
2019,21,3,832,sainz,96,6,0,8,10,yas_marina,mclaren,0
2019,21,3,807,hulkenberg,37,14,0,9,12,yas_marina,renault,0
2019,21,3,154,grosjean,8,18,0,15,15,yas_marina,haas,0
2019,21,3,848,albon,92,8,0,5,6,yas_marina,red_bull,5714.92
2019,21,3,822,bottas,326,2,4,20,4,yas_marina,mercedes,5690.094
2019,21,3,842,gasly,95,7,0,11,18,yas_marina,toro_rosso,0
2019,21,3,20,vettel,240,5,1,4,5,yas_marina,ferrari,5710.072
2019,21,3,844,leclerc,264,4,2,3,3,yas_marina,ferrari,5689.15
2019,21,3,847,russell,0,20,0,18,17,yas_marina,williams,0
2019,21,3,825,kevin_magnussen,20,16,0,14,14,yas_marina,haas,0
2019,21,3,1,hamilton,413,1,11,1,1,yas_marina,mercedes,5645.715
2019,21,3,846,norris,49,11,0,6,8,yas_marina,mclaren,0
2020,1,678,817,ricciardo,0,19,0,10,0,red_bull_ring,renault,0
2020,1,678,849,latifi,0,11,0,20,11,red_bull_ring,williams,5487.389
2020,1,678,8,raikkonen,0,14,0,19,0,red_bull_ring,alfa,0
2020,1,678,830,max_verstappen,0,20,0,2,0,red_bull_ring,red_bull,0
2020,1,678,826,kvyat,0,12,0,13,12,red_bull_ring,alphatauri,0
2020,1,678,841,giovinazzi,2,9,0,18,9,red_bull_ring,alfa,5476.885
2020,1,678,840,stroll,0,18,0,9,0,red_bull_ring,racing_point,0
2020,1,678,815,perez,8,6,0,6,6,red_bull_ring,racing_point,5470.831
2020,1,678,832,sainz,10,5,0,8,5,red_bull_ring,mclaren,5464.642
2020,1,678,839,ocon,4,8,0,14,8,red_bull_ring,renault,5473.195
2020,1,678,154,grosjean,0,16,0,15,0,red_bull_ring,haas,0
2020,1,678,848,albon,0,13,0,4,13,red_bull_ring,red_bull,0
2020,1,678,822,bottas,25,1,1,1,1,red_bull_ring,mercedes,5455.739
2020,1,678,842,gasly,6,7,0,12,7,red_bull_ring,alphatauri,5472.421
2020,1,678,20,vettel,1,10,0,11,10,red_bull_ring,ferrari,5480.284
2020,1,678,844,leclerc,18,2,0,7,2,red_bull_ring,ferrari,5458.439
2020,1,678,847,russell,0,15,0,17,0,red_bull_ring,williams,0
2020,1,678,825,kevin_magnussen,0,17,0,16,0,red_bull_ring,haas,0
2020,1,678,1,hamilton,12,4,0,5,4,red_bull_ring,mercedes,5461.428
2020,1,678,846,norris,16,3,0,3,3,red_bull_ring,mclaren,5461.23
2020,2,678,817,ricciardo,4,12,0,8,8,red_bull_ring,renault,5033.274
2020,2,678,849,latifi,0,16,0,18,17,red_bull_ring,williams,0
2020,2,678,8,raikkonen,0,17,0,16,11,red_bull_ring,alfa,0
2020,2,678,830,max_verstappen,15,6,0,2,3,red_bull_ring,red_bull,5004.381
2020,2,678,826,kvyat,1,14,0,13,10,red_bull_ring,alphatauri,0
2020,2,678,841,giovinazzi,2,13,0,19,14,red_bull_ring,alfa,0
2020,2,678,840,stroll,6,10,0,12,7,red_bull_ring,racing_point,5033.136
2020,2,678,815,perez,16,5,0,17,6,red_bull_ring,racing_point,5033.07
2020,2,678,832,sainz,13,7,0,3,9,red_bull_ring,mclaren,0
2020,2,678,839,ocon,4,11,0,5,0,red_bull_ring,renault,0
2020,2,678,154,grosjean,0,19,0,0,13,red_bull_ring,haas,0
2020,2,678,848,albon,12,8,0,6,4,red_bull_ring,red_bull,5015.083
2020,2,678,822,bottas,43,1,1,4,2,red_bull_ring,mercedes,4984.402
2020,2,678,842,gasly,6,9,0,7,15,red_bull_ring,alphatauri,0
2020,2,678,20,vettel,1,15,0,10,0,red_bull_ring,ferrari,0
2020,2,678,844,leclerc,18,4,0,14,0,red_bull_ring,ferrari,0
2020,2,678,847,russell,0,20,0,11,16,red_bull_ring,williams,0
2020,2,678,825,kevin_magnussen,0,18,0,15,12,red_bull_ring,haas,0
2020,2,678,1,hamilton,37,2,1,1,1,red_bull_ring,mercedes,4970.683
2020,2,678,846,norris,26,3,0,9,5,red_bull_ring,mclaren,5032.153
2020,3,264,817,ricciardo,8,11,0,11,8,hungaroring,renault,0
2020,3,264,849,latifi,0,18,0,15,19,hungaroring,williams,0
2020,3,264,8,raikkonen,0,17,0,20,15,hungaroring,alfa,0
2020,3,264,830,max_verstappen,33,3,0,7,2,hungaroring,red_bull,5781.175
2020,3,264,826,kvyat,1,15,0,17,12,hungaroring,alphatauri,0
2020,3,264,841,giovinazzi,2,14,0,19,17,hungaroring,alfa,0
2020,3,264,840,stroll,18,8,0,3,4,hungaroring,racing_point,5830.052
2020,3,264,815,perez,22,6,0,4,7,hungaroring,racing_point,0
2020,3,264,832,sainz,15,9,0,9,9,hungaroring,mclaren,0
2020,3,264,839,ocon,4,13,0,14,14,hungaroring,renault,0
2020,3,264,154,grosjean,0,19,0,0,16,hungaroring,haas,0
2020,3,264,848,albon,22,5,0,13,5,hungaroring,red_bull,5850.789
2020,3,264,822,bottas,58,2,1,2,3,hungaroring,mercedes,5781.925
2020,3,264,842,gasly,6,12,0,10,0,hungaroring,alphatauri,0
2020,3,264,20,vettel,9,10,0,5,6,hungaroring,ferrari,0
2020,3,264,844,leclerc,18,7,0,6,11,hungaroring,ferrari,0
2020,3,264,847,russell,0,20,0,12,18,hungaroring,williams,0
2020,3,264,825,kevin_magnussen,1,16,0,0,10,hungaroring,haas,0
2020,3,264,1,hamilton,63,1,2,1,1,hungaroring,mercedes,5772.473
2020,3,264,846,norris,26,4,0,8,13,hungaroring,mclaren,0
2020,4,153,817,ricciardo,20,9,0,8,4,silverstone,renault,5300.933
2020,4,153,849,latifi,0,17,0,18,15,silverstone,williams,5335.832
2020,4,153,8,raikkonen,0,18,0,16,17,silverstone,alfa,0
2020,4,153,830,max_verstappen,52,3,0,3,2,silverstone,red_bull,5287.139
2020,4,153,826,kvyat,1,15,0,19,0,silverstone,alphatauri,0
2020,4,153,841,giovinazzi,2,14,0,15,14,silverstone,alfa,5335.488
2020,4,153,840,stroll,20,8,0,6,9,silverstone,racing_point,5318.594
2020,4,153,832,sainz,15,10,0,7,13,silverstone,mclaren,5334.653
2020,4,153,839,ocon,12,11,0,9,6,silverstone,renault,5308.22
2020,4,153,807,hulkenberg,0,21,0,13,0,silverstone,racing_point,0
2020,4,153,154,grosjean,0,20,0,17,16,silverstone,haas,5336.333
2020,4,153,848,albon,26,6,0,12,8,silverstone,red_bull,5313.953
2020,4,153,822,bottas,58,2,1,2,11,silverstone,mercedes,5323.45
2020,4,153,842,gasly,12,12,0,11,7,silverstone,alphatauri,5312.471
2020,4,153,20,vettel,10,13,0,10,10,silverstone,ferrari,5323.14
2020,4,153,844,leclerc,33,5,0,4,3,silverstone,ferrari,5299.757
2020,4,153,847,russell,0,19,0,20,12,silverstone,williams,5333.287
2020,4,153,825,kevin_magnussen,1,16,0,14,0,silverstone,haas,0
2020,4,153,1,hamilton,88,1,3,1,1,silverstone,mercedes,5281.283
2020,4,153,846,norris,36,4,0,5,5,silverstone,mclaren,5303.56
2020,5,153,817,ricciardo,20,9,0,5,14,silverstone,renault,0
2020,5,153,849,latifi,0,19,0,18,19,silverstone,williams,0
2020,5,153,8,raikkonen,0,18,0,20,15,silverstone,alfa,0
2020,5,153,830,max_verstappen,77,2,1,4,1,silverstone,red_bull,4781.993
2020,5,153,826,kvyat,2,16,0,16,10,silverstone,alphatauri,4851.662
2020,5,153,841,giovinazzi,2,15,0,19,17,silverstone,alfa,0
2020,5,153,840,stroll,28,7,0,6,6,silverstone,racing_point,4824.531
2020,5,153,832,sainz,15,11,0,12,13,silverstone,mclaren,4856.063
2020,5,153,839,ocon,16,10,0,14,8,silverstone,renault,4846.766
2020,5,153,807,hulkenberg,6,14,0,3,7,silverstone,racing_point,4837.944
2020,5,153,154,grosjean,0,21,0,13,16,silverstone,haas,0
2020,5,153,848,albon,36,6,0,9,5,silverstone,red_bull,4821.139
2020,5,153,822,bottas,73,3,1,1,3,silverstone,mercedes,4801.224
2020,5,153,842,gasly,12,12,0,7,11,silverstone,alphatauri,4852.635
2020,5,153,20,vettel,10,13,0,11,12,silverstone,ferrari,4855.363
2020,5,153,844,leclerc,45,4,0,8,4,silverstone,ferrari,4811.282
2020,5,153,847,russell,0,20,0,15,18,silverstone,williams,0
2020,5,153,825,kevin_magnussen,1,17,0,17,0,silverstone,haas,0
2020,5,153,1,hamilton,107,1,3,2,2,silverstone,mercedes,4793.319
2020,5,153,846,norris,38,5,0,10,9,silverstone,mclaren,4847.537
2020,6,109,817,ricciardo,20,10,0,13,11,catalunya,renault,0
2020,6,109,849,latifi,0,19,0,19,18,catalunya,williams,0
2020,6,109,8,raikkonen,0,18,0,14,14,catalunya,alfa,0
2020,6,109,830,max_verstappen,95,2,1,3,2,catalunya,red_bull,5529.456
2020,6,109,826,kvyat,2,16,0,12,12,catalunya,alphatauri,0
2020,6,109,841,giovinazzi,2,15,0,20,16,catalunya,alfa,0
2020,6,109,840,stroll,40,5,0,5,4,catalunya,racing_point,0
2020,6,109,815,perez,32,8,0,4,5,catalunya,racing_point,0
2020,6,109,832,sainz,23,9,0,7,6,catalunya,mclaren,0
2020,6,109,839,ocon,16,12,0,15,13,catalunya,renault,0
2020,6,109,154,grosjean,0,21,0,17,19,catalunya,haas,0
2020,6,109,848,albon,40,6,0,6,8,catalunya,red_bull,0
2020,6,109,822,bottas,89,3,1,2,3,catalunya,mercedes,5550.031
2020,6,109,842,gasly,14,13,0,10,9,catalunya,alphatauri,0
2020,6,109,20,vettel,16,11,0,11,7,catalunya,ferrari,0
2020,6,109,844,leclerc,45,4,0,9,0,catalunya,ferrari,0
2020,6,109,847,russell,0,20,0,18,17,catalunya,williams,0
2020,6,109,825,kevin_magnussen,1,17,0,16,15,catalunya,haas,0
2020,6,109,1,hamilton,132,1,4,1,1,catalunya,mercedes,5505.279
2020,6,109,846,norris,39,7,0,8,10,catalunya,mclaren,0
2020,7,401,817,ricciardo,33,8,0,4,4,spa,renault,5067.638
2020,7,401,849,latifi,0,19,0,19,16,spa,williams,5126.556
2020,7,401,8,raikkonen,0,18,0,16,12,spa,alfa,5120.265
2020,7,401,830,max_verstappen,110,2,1,3,3,spa,red_bull,5064.216
2020,7,401,826,kvyat,2,16,0,11,11,spa,alphatauri,5118.961
2020,7,401,841,giovinazzi,2,15,0,18,0,spa,alfa,0
2020,7,401,840,stroll,42,7,0,9,9,spa,racing_point,5101.364
2020,7,401,815,perez,33,9,0,8,10,spa,racing_point,5101.94
2020,7,401,832,sainz,23,11,0,7,0,spa,mclaren,0
2020,7,401,839,ocon,26,10,0,6,5,spa,renault,5089.411
2020,7,401,154,grosjean,0,21,0,17,15,spa,haas,5125.554
2020,7,401,848,albon,48,4,0,5,6,spa,red_bull,5091.473
2020,7,401,822,bottas,107,3,1,2,2,spa,mercedes,5057.209
2020,7,401,842,gasly,18,12,0,12,8,spa,alphatauri,5096.132
2020,7,401,20,vettel,16,13,0,14,13,spa,ferrari,5121.655
2020,7,401,844,leclerc,45,5,0,13,14,spa,ferrari,5123.681
2020,7,401,847,russell,0,20,0,15,0,spa,williams,0
2020,7,401,825,kevin_magnussen,1,17,0,20,17,spa,haas,5134.301
2020,7,401,1,hamilton,157,1,5,1,1,spa,mercedes,5048.761
2020,7,401,846,norris,45,6,0,10,7,spa,mclaren,5092.535
2020,8,162,817,ricciardo,41,10,0,7,6,monza,renault,6434.447
2020,8,162,849,latifi,0,18,0,20,11,monza,williams,6458.932
2020,8,162,8,raikkonen,0,19,0,14,13,monza,alfa,6462.368
2020,8,162,830,max_verstappen,110,3,1,5,0,monza,red_bull,0
2020,8,162,826,kvyat,4,15,0,11,9,monza,alphatauri,6448.264
2020,8,162,841,giovinazzi,2,16,0,18,16,monza,alfa,6481.255
2020,8,162,840,stroll,57,4,0,8,3,monza,racing_point,6429.414
2020,8,162,815,perez,34,11,0,4,10,monza,racing_point,6449.28
2020,8,162,832,sainz,41,9,0,3,2,monza,mclaren,6426.471
2020,8,162,839,ocon,30,12,0,12,8,monza,renault,6444.747
2020,8,162,154,grosjean,0,20,0,16,12,monza,haas,6461.22
2020,8,162,848,albon,48,6,0,9,15,monza,red_bull,6463.589
2020,8,162,822,bottas,117,2,1,2,5,monza,mercedes,6433.164
2020,8,162,842,gasly,43,8,1,10,1,monza,alphatauri,6426.056
2020,8,162,20,vettel,16,13,0,17,0,monza,ferrari,0
2020,8,162,844,leclerc,45,7,0,13,0,monza,ferrari,0
2020,8,162,847,russell,0,21,0,19,14,monza,williams,6462.649
2020,8,162,825,kevin_magnussen,1,17,0,15,0,monza,haas,0
2020,8,162,1,hamilton,164,1,5,1,7,monza,mercedes,6443.301
2020,8,162,846,norris,57,5,0,6,4,monza,mclaren,6432.056
2020,9,255,817,ricciardo,53,7,0,8,4,mugello,renault,8385.477
2020,9,255,849,latifi,0,19,0,19,0,mugello,williams,0
2020,9,255,8,raikkonen,2,16,0,13,9,mugello,alfa,8404.83
2020,9,255,830,max_verstappen,110,3,1,3,0,mugello,red_bull,0
2020,9,255,826,kvyat,10,14,0,12,7,mugello,alphatauri,8396.816
2020,9,255,841,giovinazzi,2,17,0,17,0,mugello,alfa,0
2020,9,255,840,stroll,57,6,0,6,0,mugello,racing_point,0
2020,9,255,815,perez,44,9,0,7,5,mugello,racing_point,8390.71
2020,9,255,832,sainz,41,11,0,9,0,mugello,mclaren,0
2020,9,255,839,ocon,30,12,0,10,0,mugello,renault,0
2020,9,255,154,grosjean,0,21,0,15,12,mugello,haas,8417.096
2020,9,255,848,albon,63,5,0,4,3,mugello,red_bull,8383.124
2020,9,255,822,bottas,135,2,1,2,2,mugello,mercedes,8379.94
2020,9,255,842,gasly,43,10,1,16,0,mugello,alphatauri,0
2020,9,255,20,vettel,17,13,0,14,10,mugello,ferrari,8405.043
2020,9,255,844,leclerc,49,8,0,5,8,mugello,ferrari,8403.405
2020,9,255,847,russell,0,20,0,18,11,mugello,williams,8407.464
2020,9,255,825,kevin_magnussen,1,18,0,20,0,mugello,haas,0
2020,9,255,1,hamilton,190,1,6,1,1,mugello,mercedes,8375.06
2020,9,255,846,norris,65,4,0,11,6,mugello,mclaren,8393.943
2020,10,2,817,ricciardo,63,6,0,5,5,sochi,renault,5692.429
2020,10,2,849,latifi,0,19,0,20,16,sochi,williams,0
2020,10,2,8,raikkonen,2,16,0,19,14,sochi,alfa,0
2020,10,2,830,max_verstappen,128,3,1,2,2,sochi,red_bull,5648.093
2020,10,2,826,kvyat,14,14,0,11,8,sochi,alphatauri,5709.104
2020,10,2,841,giovinazzi,2,17,0,17,11,sochi,alfa,0
2020,10,2,840,stroll,57,8,0,12,0,sochi,racing_point,0
2020,10,2,815,perez,56,9,0,4,4,sochi,racing_point,5670.922
2020,10,2,832,sainz,41,11,0,6,0,sochi,mclaren,0
2020,10,2,839,ocon,36,12,0,7,7,sochi,renault,5708.37
2020,10,2,154,grosjean,0,21,0,16,17,sochi,haas,0
2020,10,2,848,albon,64,5,0,15,10,sochi,red_bull,5738.224
2020,10,2,822,bottas,161,2,2,3,1,sochi,mercedes,5640.364
2020,10,2,842,gasly,45,10,1,9,9,sochi,alphatauri,5730.13
2020,10,2,20,vettel,17,13,0,14,13,sochi,ferrari,0
2020,10,2,844,leclerc,57,7,0,10,6,sochi,ferrari,5702.55
2020,10,2,847,russell,0,20,0,13,18,sochi,williams,0
2020,10,2,825,kevin_magnussen,1,18,0,18,12,sochi,haas,0
2020,10,2,1,hamilton,205,1,6,1,3,sochi,mercedes,5663.093
2020,10,2,846,norris,65,4,0,8,15,sochi,mclaren,0
2020,11,578,817,ricciardo,78,4,0,6,3,nurburgring,renault,5764.254
2020,11,578,849,latifi,0,20,0,18,14,nurburgring,williams,5804.09
2020,11,578,8,raikkonen,2,17,0,19,12,nurburgring,alfa,5791.117
2020,11,578,830,max_verstappen,147,3,1,3,2,nurburgring,red_bull,5754.111
2020,11,578,826,kvyat,14,14,0,13,15,nurburgring,alphatauri,5805.229
2020,11,578,841,giovinazzi,3,16,0,14,10,nurburgring,alfa,5789.676
2020,11,578,815,perez,68,5,0,9,4,nurburgring,racing_point,5765.711
2020,11,578,832,sainz,51,11,0,10,5,nurburgring,mclaren,5771.546
2020,11,578,839,ocon,36,12,0,7,0,nurburgring,renault,0
2020,11,578,807,hulkenberg,10,15,0,20,8,nurburgring,racing_point,5782.237
2020,11,578,154,grosjean,2,18,0,16,9,nurburgring,haas,5788.722
2020,11,578,848,albon,64,7,0,5,0,nurburgring,red_bull,0
2020,11,578,822,bottas,161,2,2,1,0,nurburgring,mercedes,0
2020,11,578,842,gasly,53,10,1,12,6,nurburgring,alphatauri,5772.407
2020,11,578,20,vettel,17,13,0,11,11,nurburgring,ferrari,5790.451
2020,11,578,844,leclerc,63,8,0,4,7,nurburgring,ferrari,5780.455
2020,11,578,847,russell,0,21,0,17,0,nurburgring,williams,0
2020,11,578,825,kevin_magnussen,1,19,0,15,13,nurburgring,haas,5799.226
2020,11,578,1,hamilton,230,1,7,2,1,nurburgring,mercedes,5749.641
2020,11,578,846,norris,65,6,0,8,0,nurburgring,mclaren,0
2020,12,108,817,ricciardo,80,4,0,10,9,portimao,renault,0
2020,12,108,849,latifi,0,20,0,20,18,portimao,williams,0
2020,12,108,8,raikkonen,2,17,0,16,11,portimao,alfa,0
2020,12,108,830,max_verstappen,162,3,1,3,3,portimao,red_bull,5431.336
2020,12,108,826,kvyat,14,14,0,13,19,portimao,alphatauri,0
2020,12,108,841,giovinazzi,3,16,0,17,15,portimao,alfa,0
2020,12,108,840,stroll,57,11,0,12,0,portimao,racing_point,0
2020,12,108,815,perez,74,6,0,5,7,portimao,racing_point,0
2020,12,108,832,sainz,59,10,0,7,6,portimao,mclaren,0
2020,12,108,839,ocon,40,12,0,11,8,portimao,renault,0
2020,12,108,154,grosjean,2,18,0,18,17,portimao,haas,0
2020,12,108,848,albon,64,8,0,6,12,portimao,red_bull,0
2020,12,108,822,bottas,179,2,2,2,2,portimao,mercedes,5422.42
2020,12,108,842,gasly,63,9,1,9,5,portimao,alphatauri,0
2020,12,108,20,vettel,18,13,0,15,10,portimao,ferrari,0
2020,12,108,844,leclerc,75,5,0,4,4,portimao,ferrari,5462.14
2020,12,108,847,russell,0,21,0,14,14,portimao,williams,0
2020,12,108,825,kevin_magnussen,1,19,0,19,16,portimao,haas,0
2020,12,108,1,hamilton,256,1,8,1,1,portimao,mercedes,5396.828
2020,12,108,846,norris,65,7,0,8,13,portimao,mclaren,0
2020,13,37,817,ricciardo,95,4,0,5,3,imola,renault,5326.75
2020,13,37,849,latifi,0,20,0,19,11,imola,williams,5339.565
2020,13,37,8,raikkonen,4,16,0,18,9,imola,alfa,5334.654
2020,13,37,830,max_verstappen,162,3,1,3,0,imola,red_bull,0
2020,13,37,826,kvyat,26,13,0,8,4,imola,alphatauri,5327.571
2020,13,37,841,giovinazzi,4,17,0,20,10,imola,alfa,5338.828
2020,13,37,840,stroll,57,11,0,15,13,imola,racing_point,5341.593
2020,13,37,815,perez,82,6,0,11,6,imola,racing_point,5332.082
2020,13,37,832,sainz,65,8,0,10,7,imola,mclaren,5332.66
2020,13,37,839,ocon,40,12,0,12,0,imola,renault,0
2020,13,37,154,grosjean,2,18,0,16,14,imola,haas,5345.365
2020,13,37,848,albon,64,9,0,6,15,imola,red_bull,5369.714
2020,13,37,822,bottas,197,2,2,1,2,imola,mercedes,5318.213
2020,13,37,842,gasly,63,10,1,4,0,imola,alphatauri,0
2020,13,37,20,vettel,18,14,0,14,12,imola,ferrari,5340.883
2020,13,37,844,leclerc,85,5,0,7,5,imola,ferrari,5331.541
2020,13,37,847,russell,0,21,0,13,0,imola,williams,0
2020,13,37,825,kevin_magnussen,1,19,0,17,0,imola,haas,0
2020,13,37,1,hamilton,282,1,9,2,1,imola,mercedes,5312.43
2020,13,37,846,norris,69,7,0,9,8,imola,mclaren,5333.561
2020,14,130,817,ricciardo,96,6,0,5,10,istanbul,renault,6234.773
2020,14,130,849,latifi,0,20,0,0,0,istanbul,williams,0
2020,14,130,8,raikkonen,4,16,0,8,15,istanbul,alfa,0
2020,14,130,830,max_verstappen,170,3,1,2,6,istanbul,red_bull,6184.186
2020,14,130,826,kvyat,26,14,0,16,12,istanbul,alphatauri,0
2020,14,130,841,giovinazzi,4,17,0,10,0,istanbul,alfa,0
2020,14,130,840,stroll,59,11,0,1,9,istanbul,racing_point,6211.666
2020,14,130,815,perez,100,4,0,3,2,istanbul,racing_point,6170.946
2020,14,130,832,sainz,75,7,0,15,5,istanbul,mclaren,6173.676
2020,14,130,839,ocon,40,12,0,7,11,istanbul,renault,0
2020,14,130,154,grosjean,2,18,0,17,0,istanbul,haas,0
2020,14,130,848,albon,70,9,0,4,7,istanbul,red_bull,6185.797
2020,14,130,822,bottas,197,2,2,9,14,istanbul,mercedes,0
2020,14,130,842,gasly,63,10,1,19,13,istanbul,alphatauri,0
2020,14,130,20,vettel,33,13,0,11,3,istanbul,ferrari,6171.273
2020,14,130,844,leclerc,97,5,0,12,4,istanbul,ferrari,6173.171
2020,14,130,847,russell,0,21,0,0,16,istanbul,williams,0
2020,14,130,825,kevin_magnussen,1,19,0,13,17,istanbul,haas,0
2020,14,130,1,hamilton,307,1,10,6,1,istanbul,mercedes,6139.313
2020,14,130,846,norris,74,8,0,14,8,istanbul,mclaren,6200.572
2020,15,7,817,ricciardo,102,4,0,6,7,bahrain,renault,10806.883
2020,15,7,849,latifi,0,20,0,20,14,bahrain,williams,0
2020,15,7,8,raikkonen,4,16,0,17,15,bahrain,alfa,0
2020,15,7,830,max_verstappen,189,3,1,3,2,bahrain,red_bull,10788.769
2020,15,7,826,kvyat,26,14,0,10,11,bahrain,alphatauri,0
2020,15,7,841,giovinazzi,4,17,0,16,16,bahrain,alfa,0
2020,15,7,840,stroll,59,11,0,13,0,bahrain,racing_point,0
2020,15,7,815,perez,100,5,0,5,18,bahrain,racing_point,0
2020,15,7,832,sainz,85,8,0,15,5,bahrain,mclaren,10799.302
2020,15,7,839,ocon,42,12,0,7,9,bahrain,renault,10810.318
2020,15,7,154,grosjean,2,18,0,19,0,bahrain,haas,0
2020,15,7,848,albon,85,9,0,4,3,bahrain,red_bull,10795.52
2020,15,7,822,bottas,201,2,2,2,8,bahrain,mercedes,10807.195
2020,15,7,842,gasly,71,10,1,8,6,bahrain,alphatauri,10799.457
2020,15,7,20,vettel,33,13,0,11,13,bahrain,ferrari,0
2020,15,7,844,leclerc,98,6,0,12,10,bahrain,ferrari,0
2020,15,7,847,russell,0,21,0,14,12,bahrain,williams,0
2020,15,7,825,kevin_magnussen,1,19,0,18,17,bahrain,haas,0
2020,15,7,1,hamilton,332,1,11,1,1,bahrain,mercedes,10787.515
2020,15,7,846,norris,86,7,0,9,4,bahrain,mclaren,10798.852
2020,16,7,850,pietro_fittipaldi,0,23,0,20,17,bahrain,haas,5511.972
2020,16,7,817,ricciardo,112,5,0,7,5,bahrain,renault,5488.444
2020,16,7,849,latifi,0,21,0,16,0,bahrain,williams,0
2020,16,7,8,raikkonen,4,16,0,18,14,bahrain,alfa,5501.267
2020,16,7,830,max_verstappen,189,3,1,3,0,bahrain,red_bull,0
